english	german	russian
Yoichi_Miyazawa	Yōichi_Miyazawa	
	Karl-Heinz_Krems	
NE	NE	
	Theater_Mummpitz	
Crowbar_(American_band)	Crowbar	Crowbar
	Mannbach	
Erhard_Wunderlich	Erhard_Wunderlich	Вундерлих,_Эрхард
Iglesia_Maradoniana	Iglesia_Maradoniana	
Cook_County,_Illinois	Cook_County_(Illinois)	Кук_(округ,_Иллинойс)
Canon_(priest)	Kanoniker	Каноник
Traffic_enforcement_camera	Geschwindigkeitsüberwachung	Камера_безопасности_дорожного_движения
Summer_Olympic_Games	Olympische_Sommerspiele	Летние_Олимпийские_игры
Clovis_I	Chlodwig_I.	Хлодвиг_I
	Carl-von-Ossietzky-Medaille	
James_Clerk_Maxwell	James_Clerk_Maxwell	Максвелл,_Джеймс_Клерк
	Heiersdorf_(Engertsdorf)	
	Liste_der_Herrscher_von_Burgund	
	Gertrud_Kauffmann	
Qionghai	Qionghai	
Robert_Seguso	Robert_Seguso	Сегусо,_Роберт
Fritz_Schumacher_(architect)	Fritz_Schumacher	Шумахер,_Фриц
Fashion_design	Modedesign	
Castello_Cabiaglio	Castello_Cabiaglio	Кастелло-Кабьяльо
Doctoral_thesis	Dissertation	Диссертация
Laure_Cinti-Damoreau	Laure_Cinti-Damoreau	Чинти-Даморо,_Лаура
Hockey_Milano_Rossoblu	Hockey_Milano_Rossoblu	Милано_Россоблу
Hungary_women's_national_handball_team	Ungarische_Frauen-Handballnationalmannschaft	Женская_сборная_Венгрии_по_гандболу
Superintendent_(ecclesiastical)	Superintendent	Суперинтендент
Wii_U	Wii_U	Wii_U
Danish_language	Dänische_Sprache	Датский_язык
Tennis_at_the_1992_Summer_Olympics_–_Men's_singles	Olympische_Sommerspiele_1992/Tennis/Herreneinzel	
May_28	28._Mai	28_мая
Dunhuang	Dunhuang	Дуньхуан
1839	1839	1839_год
Lanyon_Quoit	Lanyon_Quoit	
Wildenfels	Wildenfels	Вильденфельс
	Biały_Kamień_(Wałbrzych)	
House_of_Deputies_(Austria)	Abgeordnetenhaus_(Österreich)	
White_River_(Vermont)	White_River_(Connecticut_River)	
Radar	Radar	Радиолокационная_станция
Petty_warfare	Kleiner_Krieg	Малая_война
Central_Africa	Zentralafrika	Центральная_Африка
Akkad_(city)	Akkad	Аккад_(город)
National_Recreation_Area	National_Recreation_Area	
Casque_d'Or	Goldhelm	Золотая_каска
Masciago_Primo	Masciago_Primo	Машаго-Примо
Eli_Shukron	Eli_Shukron	
Grand_Théâtre_de_Genève	Grand_Théâtre_de_Genève	Большой_театр_Женевы
Gasherbrum_I	Hidden_Peak	Гашербрум_I
January_31	31._Januar	31_января
Human_resource_management	Personalwesen	Управление_персоналом
	Zipsendorf	
Rita_Ora	Rita_Ora	Ора,_Рита
White_noise	Weißes_Rauschen	Белый_шум
	Johann_Martin_Pacher_von_Theinburg	
	Hotel_Pullman_Dresden_Newa	
	Sarnthein_(Sarntal)	
Dolmen	Dolmen	Дольмен
	Kutusowo_(Kaliningrad,_Gurjewsk)	Кутузово_(Гурьевский_городской_округ)
Ururi	Ururi	Урури
Carlos_Barredo	Carlos_Barredo	
Germanic_languages	Germanische_Sprachen	Германские_языки
Javier_Sánchez	Javier_Sánchez	Санчес,_Хавьер
Remscheid	Remscheid	Ремшайд
Chotýčany	Chotýčany	
	Subjektivierung	
Sorority_Boys	Das_sexte_Semester	Парни_из_женской_общаги
Peaceful_Revolution	Wende_und_friedliche_Revolution_in_der_DDR	Мирная_революция_в_ГДР
Molise	Molise	Молизе
Mechanics	Mechanik	Механика
Special_education	Sonderpädagogik	Специальная_педагогика
Categoría_Primera_A	Categoría_Primera_A	Чемпионат_Колумбии_по_футболу
National_Olympic_Committee_and_Sports_Confederation_of_Denmark	Danmarks_Idrætsforbund	Олимпийский_комитет_Дании
Wanderer_Fantasy	Wanderer-Fantasie	
Stone_pine	Pinie	Сосна_пиния
Megamind	Megamind	Мегамозг
Ludwig_van_Beethoven	Ludwig_van_Beethoven	Бетховен,_Людвиг_ван
Odile_Defraye	Odiel_Defraeye	Дефрэ,_Одиль
	Silnice_I/34	
	Athanodoros_von_Rhodos	
	Tag_des_offenen_Denkmals	
Bundesstraße	Bundesstraße	
Épreville-en-Lieuvin	Épreville-en-Lieuvin	
Fraternity	Bruderschaft	
Saale	Saale	Зале
Windows_7	Microsoft_Windows_7	Windows_7
Theodor_Heuss	Theodor_Heuss	Хойс,_Теодор
	Liste_der_Kulturdenkmale_in_Quedlinburg	
	Inline-Skaterhockey-Europapokal	
Heilpraktiker	Heilpraktiker	
Sophienkirche	Sophienkirche_(Dresden)	
Charles_XI_of_Sweden	Karl_XI._(Schweden)	Карл_XI
Prince_Lasha	Prince_Lasha	
Brooklyn	Brooklyn	Бруклин
Adam_Mickiewicz_University_in_Poznań	Adam-Mickiewicz-Universität_Posen	Университет_имени_Адама_Мицкевича_в_Познани
The_Three_Little_Pigs	Die_drei_kleinen_Schweinchen_(Märchen)	Три_поросёнка
	Brüssel	
Government_of_Lithuania	Litauische_Regierung	Правительство_Литвы
	Meininger_Museen	
George_IV_of_the_United_Kingdom	Georg_IV._(Vereinigtes_Königreich)	Георг_IV
Brazil	Brasilien	Бразилия
1893	1893	1893_год
Fernandel	Fernandel	Фернандель
2012	2012	2012_год
	II-A_in_Berlin	
2001	2001	2001_год
Verbotene_Liebe	Verbotene_Liebe	Запретная_любовь_(телесериал,_1995)
October_30	30._Oktober	30_октября
Eurovision_Song_Contest_2008	Eurovision_Song_Contest_2008	Евровидение-2008
	Bündnis_90/Die_Grünen_Hessen	
Computer_security_software	Sicherheitssoftware	
Caravate	Caravate	Каравате
Oil_crisis	Ölpreiskrise	
Territorial_abbey	Territorialabtei	Территориальное_аббатство
Angiology	Angiologie	Ангиология
Babenberg	Babenberger	Бабенберги
Artist	Künstler	Деятель_искусств
China_National_Highway_301	Nationalstraße_301_(China)	Годао_301
Radda_in_Chianti	Radda_in_Chianti	Радда-ин-Кьянти
	Bahnstrecke_Gaschwitz–Meuselwitz	
Rosette_(botany)	Blattrosette	Розетка_(расположение_листьев)
Surf's_Up_(film)	Könige_der_Wellen	Лови_волну!
HTC_One_M9	HTC_One_M9	
High-rise_building	Hochhaus	Высотное_здание
Eurovision_Song_Contest_1989	Eurovision_Song_Contest_1989	Евровидение-1989
Province_of_Vicenza	Provinz_Vicenza	Виченца_(провинция)
	Veranstaltung	Публичное_мероприятие
Districts_of_Germany	Landkreis	Район_(Германия)
	Johannes_Zirner	
	Freistoß	Штрафной_и_свободный_удары_(футбол)
February_7	7._Februar	7_февраля
Academy_Awards	Oscar	Оскар_(кинопремия)
Local_oscillator	Lokaler_Oszillator	Автогенератор
	Amtshauptmannschaft_Leipzig	
Australia	Australien	Австралия
Dresden_Academy_of_Fine_Arts	Hochschule_für_Bildende_Künste_Dresden	Высшая_школа_изобразительных_искусств_(Дрезден)
	Wilhelm_Werhahn_(Unternehmer,_1880)	
Deutsch-Französische_Gymnasium	Deutsch-Französisches_Gymnasium	
	Ehrdelikt	
MacRobertson_Air_Race	MacRobertson-Luftrennen	Авиагонка_на_приз_Макробертсона
John_Glascock	John_Glascock	
Pop_music	Popmusik	Поп-музыка
Kırklarelispor	Kırklarelispor	
	Bachofen_von_Echt	
Claudia_Riegler	Claudia_Riegler_(Snowboarderin)	Риглер,_Клаудиа_(сноубордистка)
Valenciennes_FC	FC_Valenciennes	Валансьен_(футбольный_клуб)
Port_and_starboard	Backbord_und_Steuerbord	Борт
Rainer_Woelki	Rainer_Maria_Woelki	Вёльки,_Райнер_Мария
Symphysis	Symphyse	Симфиз
German_Civil_Service_Federation	DBB_Beamtenbund_und_Tarifunion	
Heinrich_Tessenow	Heinrich_Tessenow	
Pantelleria	Pantelleria	
	Kallir	
Freddie_Stroma	Freddie_Stroma	Строма,_Фредди
	Johann_Hermann_Hüffer	
Eupatridae	Eupatridai	Эвпатриды
1975	1975	1975_год
Knot_(unit)	Knoten_(Einheit)	Узел_(единица_измерения)
Hefei	Hefei	Хэфэй
Alawites	Alawiten	Алавиты
Hardinxveld-Giessendam	Hardinxveld-Giessendam	Хардинксвелд-Гиссендам
South_Korea	Südkorea	Республика_Корея
Varian_Fry	Varian_Fry	Фрай,_Вариан
Estonia_national_under-21_football_team	Estnische_Fußballnationalmannschaft_(U-21-Männer)	
New_York_University	New_York_University	Нью-Йоркский_университет
1905	1905	1905_год
Spinning_(textiles)	Spinnen	Прядение
Chika_Chukwumerije	Chika_Chukwumerije	Чуквумерие,_Чика
Daniec	Danietz	
Victim_theory	Opferthese	
Long-term_care_insurance_in_Germany	Pflegeversicherung_(Deutschland)	
	Max_Mittler	
	Preußische_Landgemeindeordnung	
November_22	22._November	22_ноября
Aschaffenburg	Aschaffenburg	Ашаффенбург
November_8	8._November	8_ноября
Salian_Franks	Salfranken	Салические_франки
	Pflegamt_Altdorf	
Mame_(musical)	Mame_(Musical)	
Warp_(record_label)	Warp_Records	Warp_Records
Sawmill	Sägewerk	Лесопилка
Saarland	Saarland	Саар
Joseph_McCarthy_(lyricist)	Joseph_McCarthy_(Liedtexter)	
	Andreas_Kossiski	
Tregiffian_Burial_Chamber	Tregiffian	
	Turnen	
Ivory-billed_woodpecker	Elfenbeinspecht	Белоклювый_дятел
March_1	1._März	1_марта
Outboard_motor	Außenbordmotor	Лодочный_мотор
Tottenham_Hotspur_F.C.	Tottenham_Hotspur	Тоттенхэм_Хотспур
Oisc_of_Kent	Oeric	Эск_(король_Кента)
Yosemite_National_Park	Yosemite-Nationalpark	Йосемитский_национальный_парк
Mizuno_Corporation	Mizuno_(Unternehmen)	Mizuno
February_13	13._Februar	13_февраля
Spanish_Civil_War	Spanischer_Bürgerkrieg	Гражданская_война_в_Испании
Subtropics	Subtropen	Субтропики
Robin_Thomas	Robin_Thomas_(Schauspieler)	Томас,_Робин
Orphan	Waise	Сирота
Jérémy_Chardy	Jérémy_Chardy	Шарди,_Жереми
Estuary	Ästuar	Эстуарий
CBS	Columbia_Broadcasting_System	Си-би-эс
February_23	23._Februar	23_февраля
Kriebitzsch	Kriebitzsch	Крибич
Northern_Italy	Oberitalien	
Miskolc	Miskolc	Мишкольц
Lee_Myung-bak	Lee_Myung-bak	Ли_Мён_Бак
Åhus	Åhus	Охус
Fortuna_Sittard	Fortuna_Sittard	Фортуна_(футбольный_клуб,_Ситтард)
Player-coach	Spielertrainer	
	HTC_One_SV	
Ministry_of_Home_Affairs_(Japan)	Jichi-shō	
Johannesburg	Johannesburg	Йоханнесбург
List_of_NFL_champions_(1920–1969)	Liste_der_NFL-Meister	Список_чемпионов_НФЛ_(1920—1969)
Fiame_Mata'afa_Faumuina_Mulinu'u_II	Mataʻafa_Mulinuʻu_II.	
Detroit_techno	Detroit_Techno	Детройт-техно
Engelberg	Engelberg	Энгельберг
Mitteldeutscher_BC	Mitteldeutscher_Basketball_Club	
Mária_Telkes	Maria_Telkes	Телькеш,_Мария
Gerald_Piesinger	Gerald_Piesinger	
Martin_Luther	Martin_Luther	Лютер,_Мартин
Club_(organization)	Verein	Клуб
Abraham_Lincoln	Abraham_Lincoln	Линкольн,_Авраам
	Dresdner_Barock	
Dillingen_(district)	Landkreis_Dillingen_an_der_Donau	Диллинген-ан-дер-Донау_(район)
	Diagnose_(Biologie)	
	Manfred_Semper	
Lithuanian_language	Litauische_Sprache	Литовский_язык
Montpellier_HSC	HSC_Montpellier	Монпелье_(футбольный_клуб)
	Klaus_Wegenast	
	Bernhard_Klemm	
March_21	21._März	21_марта
	Berní_rula	
Vladikavkaz	Wladikawkas	Владикавказ
Sandstone	Sandstein	Песчаник
	Wilhelm_von_Winterfeld_(Künstler)	
Kakhovka_Reservoir	Kachowkaer_Stausee	Каховское_водохранилище
Veit_Ludwig_von_Seckendorff	Veit_Ludwig_von_Seckendorff	Зекендорф,_Фейт_Людвиг
July_2	2._Juli	2_июля
Hendrik_Snoek	Hendrik_Snoek	
Gaelic_football	Gaelic_Football	Гэльский_футбол
Sidney_Lumet	Sidney_Lumet	Люмет,_Сидни
	Patrimonialgericht	
The_Tripods_(TV_series)	Die_dreibeinigen_Herrscher	
Telfes	Telfes_im_Stubai	Тельфес-им-Штубай
James_Chirillo	James_Chirillo	
Aleksey_Denisenko	Alexei_Alexejewitsch_Denissenko	Денисенко,_Алексей_Алексеевич
Cannes_Film_Festival_Award_for_Best_Actress	Internationale_Filmfestspiele_von_Cannes/Beste_Darstellerin	Приз_за_лучшую_женскую_роль_(Каннский_кинофестиваль)
	Blockhaus_(Dresden)	
Stoneham_Mountain_Resort	Station_touristique_Stoneham	
	Arbeitssicherheit	
Hymn	Hymne	Гимн
Meteorology	Meteorologie	Метеорология
	Kreis_Grimmen	
ICAO_code	ICAO-Code	
Tomiichi_Murayama	Murayama_Tomiichi	Мураяма,_Томиити
	Automatikk	
Slavery_in_the_United_States	Sklaverei_in_den_Vereinigten_Staaten	Рабство_в_США
Frederick_VI_of_Denmark	Friedrich_VI._(Dänemark_und_Norwegen)	Фредерик_VI
Wuxi	Wuxi	Уси
Landkreis_Regenwalde	Landkreis_Regenwalde	
Kaliningrad	Kaliningrad	Калининград
Lutheran_Diocese_of_Wrocław	Diözese_Breslau	
Madeira_Island	Madeira	Мадейра_(остров)
Pfronten	Pfronten	Пфронтен
	Flodoard_von_Biedermann	
Exodus_(American_band)	Exodus_(Band)	Exodus_(группа)
Golden_Hockey_Stick	Zlatá_hokejka	Золотая_клюшка_(Чехословакия)
Embodied_energy	Graue_Energie	
Teaching_hospital	Lehrkrankenhaus	
Nikolay_Davydenko	Nikolai_Wladimirowitsch_Dawydenko	Давыденко,_Николай_Владимирович
One_(German_TV_channel)	One_(Fernsehsender)	
December_18	18._Dezember	18_декабря
Kaifeng	Kaifeng	Кайфын
	Goldene_Schallplatte	Золотой_диск
Ronneburg	Ronneburg	Роннебург
Modulation	Modulation_(Technik)	Модуляция
Woodpecker	Spechte	Дятловые
	Agrosuper	
Polish_People's_Republic	Volksrepublik_Polen	Польская_Народная_Республика
Traverse_(climbing)	Quergang	
Tashkent	Taschkent	Ташкент
Physical_therapy	Physiotherapie	Физическая_реабилитация
Recycling	Recycling	Переработка_отходов
September_14	14._September	14_сентября
Shanxi	Shanxi	Шаньси
Shrine	Schrein	Святилище
1918	1918	1918_год
FIS_Snowboarding_World_Championships_2015	Snowboard-Weltmeisterschaften_2015	Чемпионат_мира_по_сноуборду_2015
May_26	26._Mai	26_мая
Plato	Platon	Платон
Hittites	Hethiter	Хетты
Single_scull	Einer_(Rudern)	
Hieracium_murorum	Wald-Habichtskraut	
August_30	30._August	30_августа
Vorkuta	Workuta	Воркута
Fed_Cup	Fed_Cup	Кубок_Федерации_по_теннису
July_18	18._Juli	18_июля
Ameglia	Ameglia	Амелья
Jazz	Jazz	Джаз
Liberia	Liberia	Либерия
Nanjing	Nanjing	Нанкин
	Anne_Will_(Fernsehsendung)	
2013_World_Rowing_Championships	Ruder-Weltmeisterschaften_2013	Чемпионат_мира_по_академической_гребле_2013
Shasta_County,_California	Shasta_County	Шаста_(округ)
Wii_Fit	Wii_Fit	Wii_Fit
Bundeswehr	Bundeswehr	Бундесвер
Radeberg	Radeberg	Радеберг
Linear_settlement	Straßendorf	
	Hans_Freese_(Architekt)	
Western_jackdaw	Dohle	Галка
National_Inventors_Hall_of_Fame	National_Inventors_Hall_of_Fame	Национальный_зал_славы_изобретателей_(США)
Asia_Minor	Kleinasien	Малая_Азия
Switzerland_Fed_Cup_team	Schweizer_Fed-Cup-Mannschaft	Сборная_Швейцарии_по_теннису_в_Кубке_Федерации
Kristian_Pless	Kristian_Pless	
Alaric_II	Alarich_II.	Аларих_II
Lithuanian_Soviet_Socialist_Republic	Litauische_Sozialistische_Sowjetrepublik	Литовская_Советская_Социалистическая_Республика
	Pohlitz_(Bad_Köstritz)	
Jefferson_City,_Missouri	Jefferson_City	Джефферсон-Сити_(Миссури)
	Michael_Vašíček	
	Realgymnasium_Meiningen	
Giuseppe_Amato	Giuseppe_Amato	Амато,_Джузеппе
1935	1935	1935_год
Bad_Ischl	Bad_Ischl	Бад-Ишль
	Aktenrollwagen	
David_Šain	David_Šain	
American_English	Amerikanisches_Englisch	Американский_вариант_английского_языка
	Kalichteich	
Electronic_filter	Filter_(Elektrotechnik)	Фильтр_(электроника)
John_Lennon	John_Lennon	Леннон,_Джон
Whirlpool_Corporation	Whirlpool_Corporation	
Kuršėnai	Kuršėnai	Куршенай
SATB	SATB	
	Ema_(Fluss)	
Eishockey-Bundesliga	Eishockey-Bundesliga	Бундеслига_(хоккей_с_шайбой)
Nursing_home_care	Pflegeheim	
Arno	Arno_(Tyrrhenisches_Meer)	Арно_(река,_впадает_в_Лигурийское_море)
Kangaroo_Island	Känguru-Insel	Кенгуру_(остров)
HTC_One_Mini	HTC_One_mini	
Quantico_(TV_series)	Quantico_(Fernsehserie)	Куантико_(телесериал)
Catalonia	Katalonien	Каталония
Neighbors_(2014_film)	Bad_Neighbors	Соседи._На_тропе_войны
Georg_Waitz	Georg_Waitz	Вайц,_Георг
2018_World_Rowing_Championships	Ruder-Weltmeisterschaften_2018	Чемпионат_мира_по_академической_гребле_2018
Bayreuth	Bayreuth	Байройт
6th_century	6._Jahrhundert	VI_век
1983_World_Ice_Hockey_Championships	Eishockey-Weltmeisterschaft_1983	Чемпионат_мира_по_хоккею_с_шайбой_1983
Scottish_Highlands	Highlands	Северо-Шотландское_нагорье
	Stadtgeschichtliches_Museum_Leipzig	
	Christiane_Gotte	
Weekend_in_Paradise_(1952_film)	Liebe_im_Finanzamt	
Mount_Morris_Township,_Ogle_County,_Illinois	Mount_Morris_Township_(Illinois)	
Jonathan_Eysseric	Jonathan_Eysseric	Эйссерик,_Жонатан
	Lennep	
	Steinmühle_(Halle)	
Lazio	Latium	Лацио
	Klimatisierung_von_Schiffen	
Ministry_of_Justice_(Lithuania)	Justizministerium_der_Republik_Litauen	Министерство_юстиции_Литовской_Республики
